nomeTeste;tempoExecucao;fitness;timeEscolhido;timeInimigo;
E1;3.918;152;431-351-298-580-645-521;515-493-527-877-549-651
E1;4.387;162;538-288-545-568-757-730;780-616-487-524-401-833
E1;4.485;161;493-287-768-448-441-112;629-706-469-45-219-485
E1;4.255;183;425-3-128-447-154-547;320-377-36-823-558-390
E1;4.253;168;388-177-566-435-575-160;329-666-919-57-895-851
E1;4.189;163;301-444-737-91-8-419;559-625-776-896-690-189
E1;4.08;172;503-444-579-732-183-538;706-462-858-361-905-785
E1;4.241;174;173-112-836-731-45-122;330-663-259-92-200-505
E1;4.353;179;545-707-892-529-803-182;420-64-599-448-609-463
E1;4.322;171;368-166-617-476-829-292;120-73-187-310-342-17
E1;4.243;152;456-567-754-734-500-839;259-659-7-412-320-546
E1;4.096;173;739-579-190-661-915-435;742-239-326-638-595-354
E1;4.052;141;571-824-568-283-744-13;825-723-286-558-161-910
E1;4.095;174;808-161-442-914-449-184;176-555-235-221-908-188
E1;4.299;167;570-156-440-607-294-565;824-792-621-513-507-141
E1;4.465;175;731-827-440-569-4-579;592-771-331-766-625-580
E1;4.137;163;521-325-474-435-832-730;367-449-809-818-276-905
E1;4.272;172;521-446-554-571-268-338;315-297-213-635-561-850
E1;4.134;167;915-288-4-564-904-722;580-394-770-840-722-718
E1;4.066;131;446-569-727-832-580-747;642-579-758-161-655-91
E2;9.22;180;824-559-182-160-572-579;515-493-527-877-549-651
E2;9.07;176;572-825-182-435-97-567;780-616-487-524-401-833
E2;8.731;169;832-579-8-919-551-263;629-706-469-45-219-485
E2;9.287;188;447-825-325-710-727-35;320-377-36-823-558-390
E2;9.05;178;744-435-578-906-444-183;329-666-919-57-895-851
E2;8.922;180;737-571-435-902-567-446;559-625-776-896-690-189
E2;9.323;173;824-738-267-160-325-572;706-462-858-361-905-785
E2;9.08;184;122-745-215-738-448-368;330-663-259-92-200-505
E2;8.615;179;534-549-570-741-434-704;420-64-599-448-609-463
E2;9.901;178;449-823-610-600-875-861;120-73-187-310-342-17
E2;9.472;195;446-824-440-580-909-572;259-659-7-412-320-546
E2;8.895;184;738-571-181-51-824-446;742-239-326-638-595-354
E2;9.195;158;183-580-737-9-571-182;825-723-286-558-161-910
E2;9.194;179;440-448-9-580-391-827;176-555-235-221-908-188
E2;8.807;183;443-440-444-448-747-435;824-792-621-513-507-141
E2;9.377;172;572-521-267-9-215-570;592-771-331-766-625-580
E2;9.123;187;739-738-435-431-830-182;367-449-809-818-276-905
E2;8.859;177;287-734-731-919-182-578;315-297-213-635-561-850
E2;9.437;183;282-435-182-579-430-385;580-394-770-840-722-718
E2;9.212;139;287-13-742-890-738-824;642-579-758-161-655-91
E3;14.012;177;181-743-446-566-571-435;515-493-527-877-549-651
E3;14.083;173;446-573-288-580-827-570;780-616-487-524-401-833
E3;13.694;193;773-741-182-287-385-727;629-706-469-45-219-485
E3;14.156;201;825-445-579-290-563-741;320-377-36-823-558-390
E3;14.204;180;288-579-287-575-732-355;329-666-919-57-895-851
E3;14.266;188;737-440-445-442-9-568;559-625-776-896-690-189
E3;13.798;192;431-909-570-448-182-444;706-462-858-361-905-785
E3;13.991;193;579-915-910-8-572-831;330-663-259-92-200-505
E3;13.97;182;7-610-574-736-149-570;420-64-599-448-609-463
E3;14.025;189;386-579-440-553-608-435;120-73-187-310-342-17
E3;14.149;193;743-442-440-575-568-283;259-659-7-412-320-546
E3;14.01;179;571-151-578-9-737-182;742-239-326-638-595-354
E3;14.077;162;435-830-737-440-579-832;825-723-286-558-161-910
E3;13.789;181;567-440-181-771-824-836;176-555-235-221-908-188
E3;14.325;168;909-754-738-24-181-832;824-792-621-513-507-141
E3;13.761;177;442-567-9-742-538-572;592-771-331-766-625-580
E3;14.17;173;448-182-619-567-183-737;367-449-809-818-276-905
E3;14.002;192;579-739-824-571-446-302;315-297-213-635-561-850
E3;14.122;172;286-565-771-573-830-12;580-394-770-840-722-718
E3;13.787;149;567-737-444-572-447-825;642-579-758-161-655-91
E4;18.364;189;741-442-8-182-579-435;515-493-527-877-549-651
E4;18.03;174;747-758-183-568-447-182;780-616-487-524-401-833
E4;18.214;204;287-446-738-568-741-288;629-706-469-45-219-485
E4;18.669;202;442-738-181-569-748-287;320-377-36-823-558-390
E4;18.16;196;737-579-575-825-440-567;329-666-919-57-895-851
E4;18.015;179;570-738-567-440-459-183;559-625-776-896-690-189
E4;18.616;187;910-446-571-575-181-743;706-462-858-361-905-785
E4;18.08;190;183-9-741-448-281-45;330-663-259-92-200-505
E4;17.985;183;573-268-745-787-521-431;420-64-599-448-609-463
E4;18.257;192;715-441-567-570-435-175;120-73-187-310-342-17
E4;18.213;191;440-4-742-571-741-449;259-659-7-412-320-546
E4;18.194;174;282-828-577-545-548-568;742-239-326-638-595-354
E4;18.484;149;448-444-431-738-373-727;825-723-286-558-161-910
E4;17.949;178;99-564-440-443-9-180;176-555-235-221-908-188
E4;18.108;180;572-741-435-567-565-571;824-792-621-513-507-141
E4;18.345;185;181-538-579-431-8-567;592-771-331-766-625-580
E4;17.925;180;808-909-824-444-288-579;367-449-809-818-276-905
E4;17.934;180;839-575-579-183-175-445;315-297-213-635-561-850
E4;18.376;181;288-742-579-565-287-122;580-394-770-840-722-718
E4;17.866;151;446-445-741-183-730-743;642-579-758-161-655-91
E5;23.77;185;440-568-444-567-742-448;515-493-527-877-549-651
E5;23.908;186;182-825-830-579-446-183;780-616-487-524-401-833
E5;23.808;210;909-446-445-289-825-567;629-706-469-45-219-485
E5;24.199;199;525-737-583-439-444-440;320-377-36-823-558-390
E5;24.249;190;290-444-175-825-575-440;329-666-919-57-895-851
E5;24.158;180;442-440-910-184-747-734;559-625-776-896-690-189
E5;24.069;186;444-825-267-575-521-910;706-462-858-361-905-785
E5;24.146;187;833-567-403-572-173-738;330-663-259-92-200-505
E5;23.907;182;648-855-431-579-289-395;420-64-599-448-609-463
E5;23.851;182;565-184-171-550-45-754;120-73-187-310-342-17
E5;24.242;201;567-447-572-579-737-288;259-659-7-412-320-546
E5;24.33;184;570-183-575-448-380-747;742-239-326-638-595-354
E5;23.924;163;830-738-435-447-183-442;825-723-286-558-161-910
E5;23.712;176;408-440-910-578-302-358;176-555-235-221-908-188
E5;24.11;175;737-572-575-298-573-288;824-792-621-513-507-141
E5;24.03;177;742-736-521-745-443-8;592-771-331-766-625-580
E5;24.124;185;570-9-182-435-571-579;367-449-809-818-276-905
E5;24.02;180;446-889-521-741-910-583;315-297-213-635-561-850
E5;23.882;179;910-434-571-290-824-288;580-394-770-840-722-718
E5;24.053;157;182-742-183-579-825-445;642-579-758-161-655-91
E6;28.276;186;825-442-570-740-571-579;515-493-527-877-549-651
E6;28.813;180;570-830-448-742-289-825;780-616-487-524-401-833
E6;28.47;204;287-288-446-572-181-521;629-706-469-45-219-485
E6;28.652;204;521-447-743-564-738-177;320-377-36-823-558-390
E6;28.727;192;442-565-568-570-571-182;329-666-919-57-895-851
E6;28.884;185;443-160-579-435-743-738;559-625-776-896-690-189
E6;28.083;193;435-825-738-444-910-572;706-462-858-361-905-785
E6;28.48;188;736-567-803-521-281-737;330-663-259-92-200-505
E6;28.261;182;283-527-440-560-635-564;420-64-599-448-609-463
E6;28.438;184;569-124-250-301-435-181;120-73-187-310-342-17
E6;28.296;195;8-446-737-444-571-567;259-659-7-412-320-546
E6;28.344;178;570-431-579-181-9-512;742-239-326-638-595-354
E6;28.119;168;579-448-830-568-743-572;825-723-286-558-161-910
E6;28.242;175;442-734-554-569-520-12;176-555-235-221-908-188
E6;28.342;171;446-159-742-12-570-9;824-792-621-513-507-141
E6;28.381;190;440-579-910-288-431-727;592-771-331-766-625-580
E6;28.644;186;825-442-579-435-567-538;367-449-809-818-276-905
E6;28.408;194;443-737-579-283-447-567;315-297-213-635-561-850
E6;28.536;180;579-572-548-521-445-743;580-394-770-840-722-718
E6;28.374;150;824-446-287-183-575-521;642-579-758-161-655-91
E7;34.597;184;824-419-435-431-741-572;515-493-527-877-549-651
E7;34.616;182;431-567-579-570-735-738;780-616-487-524-401-833
E7;34.493;206;181-287-579-575-738-521;629-706-469-45-219-485
E7;34.273;199;448-568-824-184-181-321;320-377-36-823-558-390
E7;34.713;190;182-579-298-742-447-567;329-666-919-57-895-851
E7;34.388;188;439-443-181-440-571-289;559-625-776-896-690-189
