B1;0.025
B1;0.025
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.027
B1;0.026
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.027
B1;0.026
B1;0.029
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.027
B1;0.026
B1;0.029
B1;0.025
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
B1;0.027
B1;0.027
B1;0.023
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.029
B1;0.024
B1;0.027
B1;0.026
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.03
B1;0.027
B1;0.028
B1;0.029
B1;0.025
B1;0.027
B1;0.025
B1;0.028
B1;0.026
B1;0.028
B1;0.026
B1;0.03
B1;0.029
B1;0.026
B1;0.028
B1;0.027
B1;0.024
B1;0.026
B1;0.028
B1;0.024
B1;0.025
B1;0.025
