C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.028
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.028
C1;0.029
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.028
C1;0.029
C1;0.032
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.031
C1;0.03
C1;0.029
C1;0.03
C1;0.03
C1;0.03
C1;0.029
C1;0.031
C1;0.03
C1;0.03
C1;0.028
C1;0.029
C1;0.032
C1;0.029
C1;0.03
C1;0.03
C1;0.029
C1;0.03
C1;0.031
